1	hs20	28100000	30400000
1	hs13	31600000	33400000
2	hs20	28100000	30400000
2	hs2	129100000	131700000
3	hs15	72400000	74900000
3	hs13	39500000	44600000
4	hs15	72400000	74900000
4	hs14	50400000	53600000
5	hs15	72400000	74900000
5	hs14	24100000	32900000
6	hs22	15000000	17400000
6	hs5	67400000	69100000
7	hs22	15000000	17400000
7	hs7	4500000	7200000
8	hs7	4500000	7200000
8	hs5	67400000	69100000
