sCTB	135	136	-2.9344725
sCTB	102	103	-2.484718125
sCTB	75	76	-1.82111375
sCTB	1	2	4.515215375
sCTB	65	66	-1.5377555
sCTB	115	116	-2.95098225
sCTB	123	124	-3.2634665
sCTB	88	89	-2.163884625
sCTB	36	37	1.976604875
sCTB	94	95	-2.250449
sCTB	20	21	2.53192925
sCTB	3	4	4.34545625
sCTB	109	110	-2.74594925
sCTB	126	127	-3.4079135
sCTB	78	79	-1.88467375
sCTB	50	51	1.66246275
sCTB	91	92	-2.218078625
sCTB	12	13	2.855150125
sCTB	80	81	-2.040269875
sCTB	112	113	-2.92886775
sCTB	119	120	-3.069082125
sCTB	25	26	2.346731125
sCTB	35	36	2.001821125
sCTB	105	106	-2.60035075
sCTB	29	30	2.157268375
sCTB	66	67	-1.557419125
sCTB	98	99	-2.419522625
sCTB	14	15	2.837575125
sCTB	84	85	-2.1022095
sCTB	10	11	3.11352825
sCTB	57	58	1.291985875
sCTB	99	100	-2.421157625
sCTB	82	83	-2.09006575
sCTB	70	71	-1.70044325
sCTB	13	14	2.84293525
sCTB	43	44	1.842955375
sCTB	127	128	-3.58855525
sCTB	67	68	-1.58758825
sCTB	5	6	4.0261935
sCTB	30	31	2.12663525
sCTB	48	49	1.73621875
sCTB	108	109	-2.660628875
sCTB	133	134	-4.911289
sCTB	121	122	-3.208365625
sCTB	107	108	-2.6378215
sCTB	73	74	-1.75099175
sCTB	90	91	-2.21007575
sCTB	137	138	-2.9916245
sCTB	100	101	-2.44254525
sCTB	79	80	-1.931089125
sCTB	54	55	1.472363
sCTB	11	12	3.024718125
sCTB	87	88	-2.120911875
sCTB	28	29	2.239410625
sCTB	61	62	-1.224296625
sCTB	17	18	2.7581165
sCTB	60	61	-1.179331125
sCTB	2	3	4.361663125
sCTB	58	59	1.2085585
sCTB	44	45	1.82694475
sCTB	114	115	-2.949173
sCTB	0	1	4.5827075
sCTB	138	139	-3.170802
sCTB	23	24	2.3506
sCTB	111	112	-2.800105375
sCTB	74	75	-1.817092
sCTB	103	104	-2.521246
sCTB	22	23	2.390676
sCTB	45	46	1.75988025
sCTB	134	135	-6.547057375
sCTB	76	77	-1.83308025
sCTB	118	119	-3.053108
sCTB	129	130	-3.983727625
sCTB	18	19	2.735325875
sCTB	39	40	1.90853375
sCTB	106	107	-2.604691875
sCTB	16	17	2.76738225
sCTB	49	50	1.726909625
sCTB	97	98	-2.390899375
sCTB	47	48	1.7521365
sCTB	113	114	-2.931509125
sCTB	117	118	-3.05020825
sCTB	71	72	-1.706118375
sCTB	19	20	2.595647125
sCTB	96	97	-2.3421055
sCTB	125	126	-3.30822925
sCTB	62	63	-1.3147295
sCTB	37	38	1.9696985
sCTB	32	33	2.0423895
sCTB	122	123	-3.228232625
sCTB	136	137	-2.943428125
sCTB	15	16	2.772527625
sCTB	64	65	-1.481148125
sCTB	68	69	-1.5886805
sCTB	139	140	-3.23124825
sCTB	9	10	3.150178625
sCTB	26	27	2.3460545
sCTB	93	94	-2.24760125
sCTB	83	84	-2.09705325
sCTB	63	64	-1.41943775
sCTB	51	52	1.604980625
sCTB	7	8	3.507289625
sCTB	101	102	-2.44391975
sCTB	110	111	-2.7470615
sCTB	131	132	-4.32644625
sCTB	59	60	1.20762275
sCTB	38	39	1.93895875
sCTB	132	133	-4.40444
sCTB	21	22	2.470558125
sCTB	130	131	-4.244786625
sCTB	4	5	4.07987625
sCTB	34	35	2.013529
sCTB	27	28	2.26662425
sCTB	120	121	-3.206829625
sCTB	33	34	2.026841625
sCTB	77	78	-1.833456
sCTB	40	41	1.903519875
sCTB	56	57	1.353098
sCTB	8	9	3.201897875
sCTB	24	25	2.346953375
sCTB	116	117	-3.0412045
sCTB	95	96	-2.341569625
sCTB	42	43	1.850525875
sCTB	104	105	-2.5898105
sCTB	72	73	-1.730647125
sCTB	53	54	1.538822875
sCTB	52	53	1.544762875
sCTB	6	7	3.967156625
sCTB	124	125	-3.265280125
sCTB	31	32	2.1101145
sCTB	86	87	-2.118423625
sCTB	85	86	-2.106036125
sCTB	92	93	-2.244889375
sCTB	69	70	-1.640128875
sCTB	55	56	1.431868875
sCTB	128	129	-3.641029875
sCTB	41	42	1.901466875
sCTB	81	82	-2.088813375
sCTB	46	47	1.754179125
sCTB	140	141	-3.640350875
sCTB	89	90	-2.2016685
