# These are DE genes for all 3 cells types with a 
# p value of less than 0.05.  
> aCTB	M
17089198	-0.628213125
16692080	-1.16566075
16918351	-0.578026125
16752190	0.52892875
16880736	-0.823174625
16662945	-0.91834625
16693952	0.604165375
16678322	0.630003125
16782385	-1.55508625
16790693	-0.75085525
17089460	0.626460875
16992809	0.553794625
16919418	0.839364375
17004836	-0.7609265
16826040	-1.0603645
16747336	-1.21851625
16868029	-0.792530625
17071208	1.196631
16798801	-0.898868875
16705381	-1.48262725
16832319	-0.826355625
16888365	-1.081414
16810933	-0.92763975
16785155	-0.677628625
16965377	-1.728169375
17056192	-1.073022375
17098305	-0.87345075
16865460	0.923688
16864934	-1.12922375
16940005	0.6556485
16697660	-2.097510375
16785606	-1.203871125
16994597	1.317108375
16692620	-1.189521
16768309	0.91156275
16987626	-0.795119375
16932204	-0.538559
16886757	1.20295025
16783500	1.15652375
17013664	-1.1554585
16940657	0.50854425
16664445	0.621874125
17042433	0.72969
16833581	-0.5995595
16763295	-0.745474375
17083492	-0.731734
17004198	-0.9229385
16909049	-0.614049125
16674211	-0.75822025
16804559	-0.94617375
16802795	1.085459625
16696013	0.717260625
17009355	1.580230375
16870506	0.6224435
16808340	1.466640625
16931315	0.792835375
16998621	1.26930875
16727616	0.85072125
16889807	1.5536605
16684214	0.693322125
16822466	0.7210585
17004248	-0.640840125
17001100	-0.484728625
17010544	-1.355122875
17000858	-0.519436125
16683712	-1.07943475
16855884	2.7200405
16791197	0.571039
16964549	-0.74628475
16839412	-0.8086365
16843881	-0.58636525
16941278	0.70105225
16699862	-1.19617425
16824470	-0.594157
17044564	-0.9893805
17034236	1.020556625
16739836	0.539448875
16924761	-1.115778125
17014309	-0.54722575
17091746	0.890930875
16749162	-0.749659875
16901755	-0.53716725
16695944	-0.522201125
16981119	0.7019555
16673393	0.660780125
16801707	0.57152175
16952561	0.523292
16860795	0.472489375
16949442	1.174850875
16821882	0.562726375
17063311	-0.638632
16719016	0.5564015
16997519	0.70572525
16852666	0.96538875
16790115	1.773645375
16735801	-0.49425175
16962911	1.411819875
17049408	1.1030025
16905590	0.9753625
16738174	-0.717277375
16788651	-1.65774575
16743926	-1.26134325
16743721	4.1163165
16947061	0.9287165
16794064	0.524658125
17018186	-0.564790375
17029997	-0.564790375
17032681	-0.564790375
17037482	-0.564790375
16911923	0.6565425
16945682	-1.594125375
16843078	-1.654484
16743735	2.426909
16807613	0.702586875
17043529	-1.10576075
16829764	-0.81941625
16815735	0.518316
16879601	1.25042625
16688007	-0.8577795
17044372	0.98976025
16793225	-1.322331125
16696903	-0.884464375
16837191	0.655095875
16847711	-1.48410775
16948021	-0.89853625
16840455	0.694381
16852445	-1.15815775
16979133	2.028513875
16674998	-0.690729
16857449	-0.963460375
17053393	0.704241375
16886356	-0.429365625
16715597	-0.76454925
16751993	-0.851092875
16698782	-1.548423375
16798144	1.957333125
16798154	1.957333125
17051194	-0.719595125
16849379	-0.952717375
16967863	-3.154789625
17046041	0.972559875
16724861	1.93313125
16913856	-0.696603125
16688665	1.238275875
16892342	-0.639699
16845096	-0.928386875
16658644	0.87409025
16796207	1.00521475
16863737	0.891329
16716507	1.069562125
16829852	0.847392875
16808328	-1.400484125
17106102	0.871315125
16816901	-1.003944125
16820601	-0.8258785
17059039	0.62842675
16991010	-1.32655
16749895	-1.09215775
16933960	0.688381125
16951085	0.453998125
16990631	-0.528888375
17062460	-0.551424125
17062127	-1.55512625
16945907	0.694828125
16879067	-0.913169
16705064	0.920645125
17031824	-0.668646125
17036544	-0.668646125
17039337	-0.668646125
16765172	0.7329345
16903552	-0.718506125
17106493	1.06619125
17036388	0.623298625
16878947	1.464929875
16895622	0.63934675
16756334	-0.706731625
16731068	1.400962875
16975928	-1.363413375
16823889	-0.778478625
17066097	-0.48168725
16660828	-0.54182
17019749	1.701618875
16943749	-1.027111375
16664912	-0.750145
16777996	-1.32411525
17067537	0.724544125
16932914	0.87152
16818461	-0.567751625
16827248	0.53351675
16767513	1.277993875
16780896	0.87997275
16829874	1.983381625
16872897	-3.789949025
17082935	-1.17900875
16694506	0.49792
17020727	-1.41292325
17115077	0.531860625
16738007	0.719474625
17016043	1.083748375
16864167	0.7165155
17066036	-0.424040125
16790529	-0.44965375
16850656	0.69365475
16977364	-0.747668875
17013920	-0.569223375
16833689	0.70031125
16814083	0.565206875
16705399	-0.492724125
16807763	0.59870425
16905407	0.643316375
16682485	-0.9222825
16825753	0.78958875
17022854	-0.63357725
16788673	-3.0657515
16895999	0.81773625
16760760	0.991769625
16720416	0.604171125
16809549	1.912951
16942167	0.503403125
16960807	-0.707730875
16935669	0.827181
16671381	0.579158
17089147	-0.9021525
17085760	2.811452125
16862947	0.75700425
17014091	-0.537244
17087004	-1.45633455
16877019	-0.743745875
17015919	0.509703375
17063631	-0.788474375
17117674	-1.31590925
16735137	0.520484875
16849681	0.706778
17019048	-0.5828385
16715962	0.9787165
16960539	-1.6620745
16769924	-0.56151825
17062321	1.125647875
16812824	0.7610835
16964735	-0.552318375
17045838	4.4166695
16947556	-0.879950375
16788695	-2.06356975
16667277	-0.627552625
16814143	-0.48505
16966897	1.03370225
16808326	-1.222603375
16967981	-0.738346
16964632	0.846569125
16873104	-1.063152125
17075922	1.011677875
16765625	0.665873875
16771368	-0.57903075
16800670	0.75056375
17070061	1.81393
16803269	-0.45047425
17011708	-1.5452655
16895193	0.868495125
16761498	-0.810675875
16698718	1.032102625
16775234	-0.700702125
16865308	-0.8116695
16939469	0.569919
16929943	-0.507638125
17035911	1.098040625
16721375	0.89845675
17117613	-1.021388
16983907	-0.77721875
16793790	-2.11196225
16934012	1.023024
16800707	-1.288349
16947173	-1.001445375
17076773	-0.41969575
16855065	0.630353125
16931169	-0.610959375
16809971	0.719242625
16697981	-0.985644125
16911853	0.665435375
17105757	0.922374
16865024	-2.773096
16865030	-2.773096
16674973	-0.7663055
16893846	0.69191225
16744822	0.71318275
16943184	-0.673328625
> sCTB	M
16850047	-5.26790525
17055447	4.361663125
17068158	-4.911289
17070771	3.362073
17017979	-2.6741195
17027144	-2.6741195
17029788	-2.6741195
17032476	-2.6741195
17034791	-2.6741195
17037271	-2.6741195
17039977	-2.6741195
16657594	-3.72318625
16819252	-3.9785715
16848739	-2.99868875
16683105	-3.58855525
16778559	-2.421157625
17042487	-2.244889375
16908037	-2.63976175
16824109	-4.016577375
17011790	-3.2634665
16968122	2.76738225
17032870	-2.59390275
16674521	-3.0412045
16756286	-2.5898105
16912370	3.201897875
17027330	-2.485137375
17037658	-2.485137375
16952874	-2.949173
17006122	-2.577564125
17012011	2.18232525
16819264	-4.40444
17030176	-2.563402875
17035037	-2.563402875
16754895	4.515215375
16904700	4.34545625
16946707	3.150178625
17040375	-2.44254525
17059491	3.507289625
16951756	-3.053108
16801850	-2.088813375
16914469	-1.75099175
16890519	-2.0137075
17009615	3.11352825
16856232	-4.612459
17045838	-6.547057375
16819856	-1.65644875
17053436	-4.32644625
17022754	-2.24760125
16784098	2.001821125
16836311	-3.069082125
16881353	2.1101145
16738465	-6.152163875
16911517	2.157268375
16730429	2.346731125
16825154	1.754179125
16738400	4.0261935
16972396	-2.660628875
16819257	-5.571755375
17077680	3.302958
16977502	-3.265280125
16800962	4.61132475
16743574	2.866685375
17107585	3.269442125
16942958	2.595647125
16930066	-2.521246
17115014	1.726909625
16947759	2.89851575
16819064	-3.206829625
16754373	-3.4079135
16770664	2.735325875
17024285	-2.604691875
16771797	-4.291508625
17002194	-2.800105375
16890347	4.07987625
16900875	-2.21007575
16840945	1.472363
16737282	1.7521365
16967863	4.54600975
16828550	2.390676
16867432	-1.697168625
17072110	2.837575125
16883624	-3.983727625
17077525	1.901466875
16864584	-3.199285625
17022097	1.93895875
16928428	-2.106036125
16904551	-2.74594925
16763650	2.83205925
17070769	3.967156625
16979502	1.604980625
16918023	2.415650125
16761830	-1.5377555
17011091	1.745594875
16967853	4.5827075
17099076	-2.760449875
16843078	2.3506
17083370	-4.244786625
17105249	2.84293525
16764564	-1.730647125
16879796	2.12663525
16987970	1.51730675
16697662	2.212805338
17001901	-3.228232625
16709333	-2.931509125
16738897	-1.58758825
16699739	1.30643075
17050522	-1.4865395
17053455	1.538822875
16904425	1.82694475
16659140	-1.5886805
17107559	2.53192925
16834867	3.345774875
16674355	-2.2016685
16852025	-2.163884625
16680258	-2.484718125
17002820	-2.250449
17010544	1.903519875
16849576	-2.336253125
16957884	-1.224296625
17005276	-2.09705325
16888554	1.842955375
16905292	1.9696985
16682771	3.610393625
16793176	-1.817092
16929615	-1.83308025
16952534	1.871403625
16969229	-3.30822925
16757324	-2.09006575
16764724	2.855150125
16689020	1.90853375
17096436	-1.41943775
17015143	-1.70044325
16922114	-2.390899375
17059119	-1.833456
16941024	1.976604875
16970227	1.6016215
16970536	2.470558125
16986351	1.850525875
17109680	2.239410625
16781536	1.73621875
16826738	-4.920144875
16958124	-2.040269875
17063845	4.367358
16934709	-2.95098225
17083052	2.013529
16677863	-1.179331125
17063194	3.024718125
16897343	-1.65675675
16929442	-2.419522625
16689352	-2.118423625
16865116	-1.557419125
16806564	2.26662425
17069550	1.75988025
16785606	1.66246275
16961616	-3.34234025
16988194	-2.3421055
16981606	-1.82111375
16988931	-1.3147295
16947107	2.7581165
16914791	-2.60035075
16839836	1.544762875
16960539	2.346953375
16986777	-3.641029875
16848070	-3.05020825
17020846	-2.218078625
16795176	-2.44391975
16743751	-6.891417375
16942103	-2.6378215
16919466	-1.396884625
16975310	-2.120911875
17114241	2.3460545
16723353	-3.208365625
16761843	-2.341569625
16924268	-1.931089125
16845169	2.772527625
16707208	1.600998
16724861	-2.687158625
16788570	3.1635595
16985067	2.026841625
16777460	-1.6979095
17023758	1.388429875
16726081	-1.393895
16711280	-1.640128875
16768341	1.353098
17092153	1.291985875
16708192	1.368044625
17106493	-1.481148125
16782187	-1.570123375
17101828	-2.92886775
16793559	-1.72259075
16892555	1.2085585
16789149	-1.706118375
16695135	1.952233375
17115692	2.0423895
16777794	-2.1022095
16809659	1.431868875
16677556	-2.7470615
17086048	-1.88467375
16987468	1.20762275
16799077	-2.251375125
16960775	-1.529879125
17056740	1.539386375
16785379	-1.302351875
17059771	-2.6504485
16865341	-5.275691
16808268	1.200394125
16980601	-1.59646825
16851230	3.9434555
16687352	1.7972875
16952349	1.600723625
16849274	-2.03550275
17001800	1.90487375
16991010	1.824493625
16730393	1.959396625
16883647	-1.680393125
16788488	1.99305225
16802854	-2.004784625
16683317	-1.907715375
17068170	-1.12732125
16707196	-2.611600875
16693379	-2.846381
16901393	-1.532686625
16788697	2.692602125
16882142	-0.97612875
16910645	-1.49836225
16682989	-1.651889125
16806920	-1.276711875
16754134	4.212844
16881021	-3.99929575
17022980	2.537229125
16908985	1.50563425
17060857	-1.604117
16794705	-1.903303125
16730467	2.217339625
16975928	1.869357
16830778	1.868317125
17009620	-1.339897625
16879803	2.1283945
16672412	2.2225775
16697660	2.825290875
16944738	-1.618482875
17101183	1.6256825
16998823	1.27149925
17104540	0.967911375
16779839	-1.287410125
16795285	-3.61944875
16743854	1.229561625
17053734	1.8720645
16734420	-1.499153875
16996482	1.08570275
16977781	2.20960125
16851309	-2.504169375
16922779	-1.69903875
17011954	1.404801875
16906962	1.020173875
17035090	2.67419
17092331	2.030063375
17085760	-3.860273
16995601	-1.2156335
16958251	1.30165275
16808318	1.462026375
16909021	-1.646079125
16836292	1.810154875
16748529	-2.680817625
16880538	-1.511201625
17097869	-1.581641125
17097072	4.55845575
16964948	-2.005889
16844775	-1.688972875
17020103	1.733475625
16773919	2.43927475
16968583	1.8103405
16787814	-2.314219
16743104	2.380752125
16904365	-2.15806575
16991991	1.523003625
17107134	1.5631945
17043856	2.146030125
16697654	2.335682
16851081	-1.338658375
16696387	1.405123375
16678518	-1.543234875
16852966	2.260474875
16906534	-1.7535255
17066523	1.2428435
16747184	-1.4114895
16816978	2.053120875
17024134	2.745455125
16872803	-1.402870625
16808550	-1.9858145
16698298	4.31710425
16710020	2.64779925
16820463	1.695269625
16905238	-1.421882125
16705130	2.789077125
16727232	-2.725134625
16670920	0.982591875
16754581	1.969215875
17103715	2.919747875
16813871	1.4053835
16797371	2.358318
17106546	-1.51965925
17013468	-1.344543875
16902279	1.70456575
16922222	-1.18232525
16780592	1.988738375
16663621	-2.182186625
16679142	1.2798555
16856350	-1.845410875
16794980	1.840425375
17006197	2.4295045
16971943	1.3764215
16847698	3.8383595
16838937	-1.184419
16884523	2.2163515
17040435	2.6141555
16924602	-1.98440075
16771787	-1.588390875
16872640	-1.487458625
16852871	2.401287125
16813922	-1.656884125
17079918	1.34869275
16808314	1.61077275
16946966	2.137897625
17027443	-1.73793825
17030288	-1.73793825
17037774	-1.73793825
17040488	-1.73793825
16808328	1.875418
16833384	0.812274375
16762470	1.1817385
17006261	-1.76931875
17032993	-1.76931875
17035115	-1.76931875
17005894	1.26071375
16996433	-1.60321825
17027390	2.7760625
17037719	2.7760625
16906000	-1.381236625
17017965	-1.422596125
17027130	-1.422596125
17029774	-1.422596125
17032462	-1.422596125
17034777	-1.422596125
17039963	-1.422596125
17042473	-1.422596125
16955484	-1.729469875
16924305	1.519037
16716795	1.63299875
16895208	-0.87774725
17067963	-1.42844675
16739165	-1.263496125
16990483	2.236899375
16822438	1.25779375
17088100	-1.783092375
16712944	1.264855875
16909413	-1.401144625
16944695	-1.145396
16939023	1.293408125
17037257	-1.446356375
16742384	-1.789115
17063507	1.84659725
16686010	-1.314075875
17030233	2.402017
16873060	-2.39024575
16847676	4.784137
16923031	-2.50679025
16898236	-1.083017625
17016762	-2.27006375
17031436	-2.27006375
17033892	-2.27006375
17036175	-2.27006375
17041519	-2.27006375
17051409	1.097998875
16845096	1.228676125
16919567	-2.60048125
17110481	1.216992375
17032930	2.852215375
16877728	-1.38222025
16731068	-1.862442375
17026149	2.879033875
17080788	-1.851791
16853399	1.9672195
17102111	-1.515803875
16960186	-1.652497125
16974325	-2.5255595
16826356	2.01748225
16744616	1.418168125
16860418	-2.304723125
16671579	-1.167274875
16935798	-2.044005125
17001404	3.367145375
17092794	-1.503072
16801789	-2.322401
16661117	1.537021375
17013223	1.469059625
16891922	-1.114154375
16716403	2.25509025
16852683	1.999630625
16917689	1.675021125
16715228	1.142489
16850724	2.171212125
16712825	2.859776375
17073220	-1.626263625
17081447	1.47616525
16776658	-1.376723125
16944325	-2.78278875
16999083	3.185275375
17114326	2.305604375
16764758	-2.086549625
16697981	1.315009375
16840915	-1.33279975
16801835	-1.58537025
16874156	-1.13548275
16984612	1.690501625
17056248	-0.95577175
16999379	1.226771625
16988874	2.572539125
16855127	1.11708425
16785646	2.159668375
17059756	1.107350375
16788691	2.066136625
16904039	1.072478
16974968	1.93422975
16707541	-1.920572
16938407	1.222709375
16866702	-1.707922375
16834341	2.994110875
16957041	1.51771025
16949759	0.986657375
17017126	-1.757833375
16835346	1.336796375
17061958	1.04954925
17035880	-5.096883875
17038596	-5.096883875
17041225	-5.096883875
17020727	1.856442625
16912362	-1.18036575
17013283	1.147351625
16958403	-1.561074375
17020089	3.3546335
16808326	1.61537825
17098981	1.264293125
17048437	2.642377
16917284	2.732339875
17063366	1.7522685
16720085	-2.00135225
16895344	1.1223175
16922943	2.04137225
16660822	1.663588875
16821541	-2.352433125
16892122	-1.06493725
16944665	-1.336696875
16930954	-1.80256325
17013065	-1.109437
16715361	-1.764204125
17028313	-5.00818525
16820157	2.702539125
17021452	-1.236056625
16739089	1.485068
16779701	2.103831625
16967631	1.491071125
16914844	1.014272125
17069173	-3.91573875
17051860	2.140800375
16934653	2.11940125
17115002	1.256592
16713144	-0.871173875
16938989	1.854919625
16856828	2.73613575
17063480	-1.563958125
16808665	1.794145375
17052289	1.393451
16748565	1.3747955
17101957	0.871142
17093090	-1.2011955
16770685	1.86796025
16811936	1.266336625
16774727	1.059938375
17029003	-1.802007
16731754	-2.4067485
16957309	1.600985375
16960114	-1.6393705
17100328	-1.118621375
17033604	-5.046978125
16764090	-0.912881
16704182	-1.636270125
17047918	2.027312
16911261	1.358980625
16693291	1.93047125
16801862	-1.16706625
17058152	2.936418125
16958786	-1.0443595
16934725	-0.929927625
16918633	-0.927762625
16911651	-0.90030475
16734475	-0.996195375
16887194	1.672054125
16860123	-2.20376925
16946950	1.480289125
16954576	1.192685
17056192	1.361517
16987844	-1.328111875
17101896	1.414088125
16688469	-1.89144025
16792810	1.0137565
16671653	-1.220130875
17070120	3.201863625
16709268	-1.851856875
16832634	-2.0361125
16742002	1.533861
17019728	-2.91251925
16819497	1.165123375
17024775	-1.45885675
16909724	1.552587
16679349	3.583206625
16883498	1.2370775
16788602	3.21645625
17063428	-1.357241125
16873007	-1.062147625
17001063	1.1891395
16745503	2.078423
16863307	-1.37173525
17069577	2.0281885
16813029	-2.8951225
16797051	0.824816125
16738544	-2.0102735
17016748	-1.6134085
17101876	1.036643625
16979339	1.563272375
16743926	1.606411125
16922887	2.701453125
16997275	2.66716775
16657948	1.773095875
16800268	1.908575
16827833	-1.688224125
16986433	2.772327
16997615	1.442108625
16872243	1.24216825
16689354	-1.18256475
17005077	1.724668875
16722081	-1.49763
16913733	3.286714125
16977868	2.77903875
16986423	0.898910875
16872966	3.095289625
17031781	-1.721835875
16774679	-0.7024475
16826606	1.483519375
16768391	-4.903966375
16896502	-1.098472875
17078870	1.168481375
17065313	2.186390625
16888367	-1.057964
16833708	-1.10919675
16697018	-1.087213625
16992456	-1.0654085
17062127	1.987126
16879679	1.359289875
16775520	-1.6068955
17039281	-1.73580925
16788578	3.260556875
17031139	-4.827031
17103185	-1.908724125
16711089	1.16622075
16926813	-1.04758125
16804942	1.54308075
17050797	-1.92809225
16907812	1.73956725
16826230	1.0781155
17013664	1.44898925
16878947	-1.866198875
17041782	-1.640908875
16994002	-1.592616125
16812009	1.82565575
17020725	1.888282625
16767335	-1.2603365
17065330	1.97989175
17099617	-1.077608
16902683	-2.368149
16708049	-1.017008875
16889879	1.319028375
16853120	1.256155625
16825647	-1.80505525
16825661	-0.95821375
16926849	1.43516225
16914240	-1.4743225
17069535	3.70194275
16784135	2.828731375
16868443	-1.1031345
16896442	-0.98217625
16779391	1.229486125
16926200	-1.088349
16771242	-1.666150875
16906460	1.090297
16696903	1.11242
16752132	3.328250625
16900910	-1.450795
16872845	3.594219
17016160	1.146960375
16987565	1.691040625
16984189	1.01195925
16904024	0.967062125
16714618	2.507995375
16899657	-1.15289075
17067424	-1.4643555
17007257	-4.640214875
16788703	2.52197825
16771680	1.529583875
16919879	2.676801375
16774235	-1.9510075
16686000	-1.881118625
17075168	1.27158425
17019554	-1.07476875
16673877	1.917807375
16976001	-1.08229825
16821467	1.268201
16828897	1.2980035
16962380	1.248673
16949584	-1.749965375
17005157	-1.102770125
16713760	-4.24622475
16883690	-4.40599275
16956661	-0.965019625
17087004	1.848527775
17005138	1.66990425
17113147	-0.85000975
16698304	1.4729535
16868928	-0.788931125
16974121	-1.649762375
17064135	-0.923232
17037511	-0.958337125
16846864	1.522205375
17067534	-0.945449
16767170	1.68852775
16828608	1.265432875
16788695	2.616999875
17055614	2.275523125
16686158	-1.13167325
16666738	-1.588135625
16858958	1.127903
16872862	2.49723025
17085196	1.368823125
16718840	0.7288915
17071298	-1.394018125
16720392	-0.937113
16780867	1.13312575
17030026	-0.959053125
17032710	-0.959053125
16722603	-0.942792125
16757766	1.49125575
16862996	-1.4191375
17087308	-1.014793
16699290	2.48035475
16855358	1.970589875
17102041	0.979532625
17031434	-1.1807535
17067537	-0.906591875
16810329	-1.42771925
16943581	1.57148475
17088916	-0.976773
17010104	1.04475675
16788542	2.018587375
16722684	-0.924650125
17063981	1.035164125
16744125	1.889877125
16922501	-1.383767875
16949882	1.534803375
17082982	1.282729375
16698312	2.38608225
16875955	0.742439375
17033890	-1.135667875
17038932	-1.135667875
17016089	-5.361113125
16693406	2.023804875
17104279	1.482098
16862776	3.203165625
16710126	-2.438418375
17083672	0.9106055
16761631	1.565667125
16975890	-1.563417625
16686695	0.969053125
16827483	-1.179234
17075731	-1.922083125
17024394	1.881400375
16981266	-1.371997875
16994521	1.63516375
16987626	0.973399
16742787	-1.007602875
17012761	2.2542445
17061759	2.208673875
16883477	-0.934839625
17106357	-1.18473575
16808330	2.036210375
16960554	1.467042125
16749524	0.910366
16774808	-0.7668055
16668919	1.18648225
16987766	-1.670467375
17020715	1.671558625
16804106	1.322710375
16922275	-1.206159125
16852322	1.687204375
16878443	-1.3000885
17109901	1.38141825
16830202	-1.647635625
16991192	-1.1468875
16996119	1.48388
16962523	-1.38226075
16984809	-1.240415625
17050350	1.726042125
17012163	0.89391825
17013694	1.623584125
17090427	-1.46919975
16661192	1.08759825
16998097	1.015089375
16761811	-2.123847375
17040221	-0.94739525
16837296	-0.928894375
16872944	1.807409375
17114970	3.241282
16709453	1.682286
17114336	2.54809775
16907912	1.325290625
16743354	1.469675125
16999754	0.976960375
16660906	-0.870808625
16944647	2.2153585
16949180	1.648834
16972129	-0.985580625
16728141	-1.69069875
16943763	1.74823275
16808312	1.71962125
16730180	-1.230029625
16776883	-0.754084375
17014501	1.241085125
16765558	-1.70868975
16863124	-1.707788875
16774130	1.574911125
17034759	-1.018255625
17039945	-1.018255625
17018215	-0.843814375
16738479	-1.583416125
16801069	3.12587725
16834071	-0.83827475
16768738	-2.027737875
16715849	1.81535275
17025609	-0.87790725
17077659	1.951321125
16800450	-0.886772625
16672583	-1.599683125
16855807	1.900064625
16761583	1.528300875
16733435	0.8808765
16697599	-1.2327815
16960271	-1.46522975
16788685	2.244175875
16731010	0.887076
16842984	1.180053
16911698	-1.5540055
16802232	0.819468
16687618	1.416815
16689907	1.334632
17014186	-0.84481725
16788520	3.1477425
17105770	-1.614055125
17098506	0.919179625
16775434	1.274395875
16986409	-3.365563
16673477	-1.292981125
16796175	1.06625175
16991125	-1.1095185
17115505	-1.27666325
16683758	1.588594375
16965162	-1.1625065
17075604	-0.909594125
16888578	1.76102175
17014963	1.03225575
16873949	-0.845412375
16689752	1.51758775
16775823	-1.460658625
16723369	-1.266689125
16870193	0.833781
17018841	1.408220375
17118228	-1.252350875
17118232	-1.252350875
17118242	-1.252350875
17118246	-1.252350875
16757347	-1.870236625
16985518	-1.145763625
16821367	2.606882375
16995645	1.554785875
17095828	-0.961506
16882658	1.18919325
16688164	-1.3957675
16861380	-1.05773875
16682333	-1.11493875
16758332	1.22549875
17011708	1.919978625
16904667	1.767376
17008706	-0.969477
17065992	2.663285125
16741249	-0.7315205
17105694	0.903929625
17114017	-1.55847875
16778005	1.1819795
16800242	2.349081875
16864907	2.963847125
16847661	0.86295375
16745658	-1.016780375
17058731	1.022901
16945682	1.94225175
16811312	1.04920125
17028653	-1.10666125
16943147	-4.719889125
17058142	2.88944225
16766403	1.061382375
17073213	1.508671375
17014442	2.0052655
16748695	-1.945322875
16787790	0.898346125
16785952	-0.835288375
17001701	1.104464
17024374	-0.84865075
16818451	1.063316
17001357	-1.37137175
17009355	-1.907898125
16891782	-1.971282875
16964695	-0.78115525
16915712	-2.11123275
17115981	2.523737
17104363	-1.3240405
16782385	1.866925625
16848453	-0.977686625
16801302	1.9333875
16741423	0.819754875
17024198	2.05425925
16788576	3.090335125
16768105	1.790591
17112439	1.2419715
17047578	1.30644125
17105757	-1.139923125
16788614	2.9649135
16987395	1.447399375
17051844	1.827805625
16888865	-1.226169
16671139	1.9039405
16913915	0.8540005
16818693	1.3207515
16910994	-1.1965515
17023646	-1.649444625
16784033	0.92379925
17046886	1.020877375
16755988	-1.629530125
16832833	1.460784125
16935142	-0.8423455
16980405	-1.084443375
16745281	-1.57140225
17088991	-2.099363125
16700274	-0.967253375
16940239	-1.136914125
16879747	1.409224
16757373	-2.14861675
16778652	-1.09528225
16880736	0.981625375
16784381	-0.981567625
16660596	-1.8852565
16677473	1.006602125
17109396	1.03745625
16681827	-1.89893425
17063631	0.964184875
16822356	0.793228125
16869350	-1.0009625
16924320	3.009438
16884797	-0.699791625
16819450	-0.959210125
16998810	1.266268875
16660953	1.6498355
16961670	1.606794375
16830302	1.192650625
16718719	-0.88212975
16820883	1.24376425
16827227	-1.665822875
16828826	-1.664526125
16817736	-1.037218625
17097052	-0.82343375
16874568	-1.006182625
16782207	-1.119401625
16879250	-1.498436625
16762126	1.032170375
17108181	-0.65196625
17081829	1.404712125
17113346	-5.38380775
17074282	2.34037775
16965432	1.4603005
16922260	-1.144304625
16805776	-1.55280475
16866867	-1.200033125
16999712	-1.1095695
16667590	-1.500625625
17067326	-1.04583625
17011302	2.960826
16693286	1.502539
16868361	-1.112753875
16660919	-0.62992925
16690388	-0.821204125
16854397	1.066897875
16831313	1.898587875
16663871	0.822392625
17102951	-1.27781975
16875056	1.277163375
16842517	-1.52354375
16996896	1.145588125
16856858	-0.847093
16853418	1.134412875
16754808	1.31581025
16805899	1.800799875
16823928	-0.966663125
16848692	1.123894375
17043049	-0.861984125
17094814	1.715806875
16843098	1.049282125
17088929	-1.010213875
16698356	1.365616
16736665	1.05947525
17048879	-0.812962125
16744770	1.8437284
16949271	1.489689125
16795508	-0.966117375
16899086	-0.844095875
16845336	-1.227338875
16979875	2.72082
16896196	1.80405225
16714536	-1.17290125
17098272	-1.253053125
16945907	-0.831729
16802479	0.884996
16787972	3.224666
17114643	-1.3843365
16775875	1.302323
17105047	-0.579483375
16780808	-1.057808125
16937024	-1.509903875
16848873	-0.966141
16842512	1.038696
16788665	3.181022625
16994588	-0.799268875
16993291	1.554952875
16736926	-1.445164125
17072979	-1.292605
16986539	-1.182982875
16944344	-1.3666235
16788661	3.058587625
17003208	-0.928584125
17052767	1.129668875
17057478	-1.574641125
16817090	0.8753
16839412	0.95579025
16947018	2.266677
16777715	-1.29906
16845826	-1.072525625
17017947	-0.945010125
16725112	1.247922375
16778392	-1.566096125
17013520	-1.457949625
16995914	1.2608075
16812779	1.32219625
16977378	2.518879125
16845736	1.3481485
16896764	0.885250625
16661141	-1.1138235
16979432	1.71241875
17015388	-0.67255325
17089863	-1.24420175
16919912	2.355785
17055140	1.080019
16765513	0.97170225
16926570	0.83265525
17087191	-1.13818475
16784071	-0.72288875
16884200	-1.0514905
16690139	1.1450635
16801206	-1.157867125
16977196	0.89620475
16664852	1.074846625
17081974	-0.955642375
16729298	0.98156975
16818980	-0.7485895
17069063	-0.895309125
16944251	1.379910375
16707184	-1.92886
17048727	-1.23171725
16865308	0.97451475
16825177	3.465316
16970452	1.434405125
16965377	2.0205125
16702443	-0.7879975
16858860	-1.09445
16747270	-0.716897875
16847586	0.75882225
17114288	2.75885075
16800670	-0.89851675
16667000	-0.6796135
16850477	1.528655875
16682904	0.857931125
16717986	0.82914075
17081483	1.971442875
16788659	3.032565
17083352	3.685024875
17044692	-2.02506825
16993302	1.287692125
16883978	0.9353755
16854360	1.4151625
16766352	-3.769717375
16689664	-0.69032075
17049676	-1.9874575
16729128	-0.744355125
16821654	0.975897625
16946620	1.100120375
16802903	-0.8377715
17113774	-1.149782625
16786587	-1.81023925
16848807	-0.78805275
17067231	-1.36967625
17059551	-1.622252875
16721593	-1.313535
16733620	1.142075625
16975419	0.9600415
16722189	-1.38003825
16901912	1.16329025
17012447	2.31186975
16703407	-1.44845575
16808304	1.4863405
16973155	-1.852760875
16747991	1.48835025
16808876	1.158685625
16839425	2.413406125
16701287	-0.763465625
16936452	-1.080744125
17048321	-0.72817725
16939558	0.635475875
17045674	1.030495375
16854744	-1.017041
16913065	-1.01648175
17105733	-0.814091
16963455	1.018539375
16683300	-1.29757975
17019040	2.134420875
16738933	-1.244874875
16682460	1.067439625
17117537	-0.980156875
16861367	-0.753041625
17020942	1.213705875
16896346	0.784869375
16810612	0.761152625
16734526	-1.05067425
16820345	0.98689125
16996298	-0.949851
