# These are DE genes for all 3 cells types with a 
# p value of less than 0.05.  
> aCTB	M
16971443	-0.934111875
17114334	-2.676237375
16854316	1.347067625
17064984	-0.8039195
16818305	1.81632325
17027390	-2.516563375
17037719	-2.516563375
16827700	-1.402451375
16960585	1.923146125
16938007	1.183324375
16724061	1.833659
16830469	-0.8597235
16730308	0.97813925
16966809	2.1518735
16848318	-1.103497375
16681827	1.892098625
16688594	1.420968125
16972993	-2.65265575
17033890	1.102943375
17038932	1.102943375
16664218	2.358908625
16809027	1.37549675
16752061	1.301411375
16872884	-2.3340045
16847760	1.703215375
16779766	0.903330125
17056813	1.818772375
17056823	1.818772375
17051860	-1.99143375
16970958	1.06501275
16820157	-2.508379125
16990257	1.382313125
16740778	-1.07843175
16736167	-0.93793825
16878616	-1.990768625
16843429	1.2456935
16977868	-2.622958125
16724178	0.727305125
16777278	-1.237744
16950569	0.78848125
16851801	1.711086875
16990483	-2.025600375
16932103	1.084614
16766403	-1.04742375
16740577	1.191239875
16907812	-1.647238875
17019029	1.53778275
17064939	-0.760005625
16705089	2.027761875
16788083	-0.893919875
16984032	-1.4028825
16667183	-0.819307875
16710020	-2.36312325
16968735	1.404581375
16702767	1.342276375
16769207	1.130861
17058651	-0.865868125
16911463	1.869400625
16913737	-0.909132
16833171	1.356647
17054980	-1.4413005
16828462	-0.694275875
16932706	-1.11005325
16815905	-1.185178125
16764305	1.155492
17062112	-0.848344875
16887936	0.769194125
16715269	1.074205375
16757766	-1.433106375
16942458	1.149404375
17106688	1.351708125
16963455	-1.0422375
16801069	-3.039692
17079830	-0.666097
16924143	-1.189818
17006683	1.26056875
17027817	1.26056875
17038140	1.26056875
17040735	1.26056875
16761874	-1.051930375
16863652	1.866297125
16773662	1.6000855
16695406	1.0904675
16893143	1.029022625
16936947	1.25279025
16676314	-1.087185
16792659	-1.1581915
17085561	-0.69830825
16698348	-1.10044025
17044795	-1.182899125
17026780	0.910783125
17029254	0.910783125
17032039	0.910783125
17036757	0.910783125
17017400	0.910783125
16665687	-0.86735775
16744125	-1.8162535
16874533	2.56893275
16963542	-1.919588125
17113079	-1.981774875
16881031	2.144842625
17092579	1.10357475
16787208	2.31981925
16888317	-0.873479625
17005418	-1.575061875
17078493	-0.845624
17070082	1.478952875
16826160	-1.316904375
16925689	-0.988613625
16689869	2.089633
16987565	-1.60247525
16673126	1.13105775
16973296	-1.939911625
17046135	-1.244757
16852296	-2.00951225
16739089	-1.366381375
16669796	2.11886675
16855545	1.190911
16698543	0.884434625
16748539	-0.9676395
17109326	2.499568875
16829472	1.26374225
16668702	1.258198
17007118	1.324019625
16887259	1.02077925
17020069	2.17150475
16832880	1.16157975
16824258	1.643230375
16761106	1.2296165
17037257	1.29980575
16928716	1.1273685
17048190	0.899088125
16818239	1.626699375
16690566	-1.0228895
16996810	-1.976898625
17025189	1.515723375
16968213	-0.9802915
17033661	1.108311375
17038644	1.108311375
16700554	0.7808245
16980974	1.50800575
16979590	0.82856775
16872982	-1.182182375
16929741	0.8826465
17061881	1.5303955
16969578	0.981110875
16985950	1.649217375
16787236	0.843488
17056992	-1.239397625
16695994	0.8315665
16823153	-0.75388975
16932491	1.42454375
16746437	0.942065875
17058152	-2.703442
16775778	-1.615955125
16961308	0.7997135
16912354	-1.201180875
16924339	-2.260269625
16816214	1.07969075
16938475	1.48439575
16695578	-0.83863025
16942576	1.387438375
16772240	-1.2926575
16915993	1.411560875
16924145	-1.05903675
16978548	1.490694375
16701007	1.507783375
16986734	-0.93732
16846734	1.6843805
16730819	1.109468375
16903090	-1.190557625
17015606	-0.848940625
16790823	-0.83849675
16847432	-1.326458125
16972293	-2.7134325
17040435	-2.30983225
16683700	-1.6093385
16770685	-1.7088925
17017965	1.264015625
17027130	1.264015625
17029774	1.264015625
17032462	1.264015625
17034777	1.264015625
17039963	1.264015625
17042473	1.264015625
17078916	0.999350125
16976192	3.091179875
16976158	-0.8477765
16751601	1.108342875
16758336	-1.017936125
17097653	1.383934875
17117441	-1.501491625
17088760	0.607095375
16659036	1.31259225
16988801	1.577019375
16801557	-1.550167125
16944618	1.475069625
16819539	-1.288459875
16842242	0.994187375
17039281	1.61146325
16767837	-1.0697385
16840122	0.92390025
16689384	2.016439125
16836896	0.832766375
17064285	1.136678
17071144	1.549820125
16963241	-1.428816
17101739	0.7141905
16785058	0.847045125
17022545	0.921497875
16847676	-4.258120625
17105699	0.734290625
16997041	-1.36999325
16793067	0.80080025
16688615	-1.289305625
16939739	-1.416269125
16749459	-0.88718
16876764	1.286124
17003682	-0.90422225
16881242	-1.955757625
16728141	1.6137465
16795192	0.790977625
16677473	-0.98002375
16928064	-1.034933125
16768391	4.52527475
16918755	-1.17013875
16836021	1.37945975
16998271	-1.316159625
16829369	-0.7786065
16693414	1.975157375
16687208	-0.744508125
16704107	0.812426875
16775968	0.76380175
16795755	-1.188889875
16899956	-1.599873
16707929	-0.957714375
17040023	0.79034925
17004125	-0.820890375
16673636	0.97007775
16711726	1.059609
16856803	1.48249025
17063845	-3.64972125
17102041	-0.923151
16845126	1.022143
16721732	-1.44718775
16937505	-0.838091375
17035441	1.46069725
16946341	0.7514065
16744684	0.8760565
17030643	1.353925875
16665266	0.825861625
17088652	0.77796575
16906335	-1.803409125
16760889	2.058924125
16672583	1.522361375
16851565	1.6637615
16850517	-1.4188105
17019778	1.919675625
16829130	1.3338295
16872915	-1.50144325
17004518	1.112670375
16870401	-0.789113
16787314	0.811127375
16884980	0.942161125
16830520	1.315551875
16996771	1.56516925
16885290	1.05238875
16985704	-1.643900625
17077331	-0.825695
16993302	-1.276299125
16988906	1.443604
16851648	-1.094878
16807976	-1.279258625
17110342	1.018641875
16948712	-1.328150875
16693433	0.660595375
16730976	0.73072825
16741493	-2.087481625
16781997	2.400783913
16927850	-1.286358875
17106242	1.605012375
16757391	0.6861995
16869141	-1.345255875
16893748	0.875186125
16795508	0.942102375
17045622	0.563447625
16966776	-0.838647375
16943452	1.281283875
16870956	-1.05004775
16881021	3.407586125
16718938	1.2980185
17063945	0.764720375
16773556	-0.60577175
16888822	0.921762125
16962359	-0.859441375
16860112	-1.124069875
17087633	0.9669475
16870443	1.5186565
17097211	0.92357875
16995645	-1.477488125
16977340	-0.91501525
17031781	1.57136875
17117600	1.62470625
16965313	0.867792
16861997	1.59029675
16816542	1.089847125
17101896	-1.281437375
16825810	0.978292625
17031434	1.101919875
16925573	-1.087215625
17019338	1.015093
17004612	-1.15457875
16912192	-1.222285
16978793	1.0169825
16785117	-1.26924875
16749759	1.104998875
16733288	-1.237390375
16848953	0.738421
16761359	2.791028125
17065940	1.26789175
16881161	1.023076875
16980918	1.176249
16893392	0.9287025
16875101	-1.016636875
17041782	1.50253725
16994969	0.680947625
16965346	-1.576863375
16660156	0.69746125
17004903	1.81465075
16682460	-1.05749075
16938182	-0.998902125
17064603	-1.084786875
17106877	0.89007275
17095981	-0.817734125
17061716	-1.954227375
16696100	-1.212958
17089194	-0.659934375
16847795	1.160745875
17015652	-0.860291625
17118190	-0.860291625
16949505	0.811144
17096084	-0.992482625
16976502	-1.22648925
16952649	-1.381328375
17084767	1.225314125
16851230	-3.317737375
16692632	-1.217793625
17075776	-1.764448875
17112576	-1.16284075
16777143	-0.657596875
17115505	1.202906875
17091128	4.838824625
16851586	1.388121375
17022736	1.1781825
16839887	0.837219625
17010552	-1.6715635
16699795	-0.671620375
16988703	-0.99505175
16880942	1.5098785
16711562	1.04052925
16703251	-1.02039
16908197	2.38583325
17009629	-0.715258
16879803	-1.802372
16895118	-0.734848875
17010273	1.788796375
16657450	-0.897860375
16738544	1.813103125
17026890	1.173342625
17036856	1.173342625
17042117	1.173342625
17000650	0.5166365
17001404	-2.942407375
16946280	0.95135625
16918683	0.844038
17094667	1.920914125
16742086	1.05944775
16754536	0.8669455
16738694	1.643569875
16658655	1.03235025
16829835	0.847866
16667546	-1.331932625
17007048	1.289098625
17077502	2.032079875
17016503	-1.6386255
16868920	0.73508525
17102686	1.325803875
16791580	1.57236475
16780069	1.3683815
16808940	-1.100308375
17012262	-1.33400225
16705507	2.350754875
16879540	1.59655025
16840723	1.288229375
17035022	0.7993075
17023095	-0.903624375
16794321	-1.211581375
16756111	-0.697861
16695627	0.60139125
16959325	-0.69718975
16802054	0.840822625
17076694	-0.80936325
16858805	0.96961975
16671178	0.828963
16985992	-0.813057125
16873060	2.073347375
16693976	2.47244825
16829570	-1.32653475
17049869	-1.070506375
17112969	-1.2077805
16866370	-1.013318875
16768413	1.45108925
16788488	-1.668130875
17065958	-1.603927875
16718779	0.747005125
16868679	0.71567125
17035090	-2.260292125
17081323	1.111633
16821541	2.075493375
16794705	1.600378875
16991859	-1.796996625
16680284	-0.793559875
17016400	-1.60881975
17058142	-2.712793
16947780	-0.95202725
17077809	-2.272743125
17049852	-1.05884175
16869489	-0.703128125
16741173	0.783070875
17017625	1.01180875
16879747	-1.333665875
16684429	0.88373925
16979825	-2.971352
16745041	0.9565255
16920762	0.81428725
16853828	-0.6581055
16676738	2.96752
16692667	-0.896273625
16665302	-1.83274275
16826552	1.26988825
16920277	-0.688034125
17106080	1.20332075
16668420	0.694941875
16816996	-0.676074125
16661862	-1.048597
16995534	-1.562733125
16834921	-0.953226625
17013024	-0.81561925
16800871	1.024880375
17095712	0.835852125
16968878	2.09113725
17073213	-1.41371525
16835213	-0.757668
17094613	-0.82757025
16707631	1.29222725
17086596	-0.580897
16968583	-1.5310235
16995551	-0.98758775
17011555	-0.924852625
16887702	-0.722241875
17014929	-0.968544125
16861380	0.988362875
17007763	-0.726482125
17105694	-0.845853375
17114336	-2.352908875
17079744	-0.63719375
16985329	0.82328725
17084493	-0.67072675
16999754	-0.904107875
16918859	-0.849154625
16796375	-1.27202875
16788649	-3.3538665
16856828	-2.406147375
17098981	-1.1064475
17080022	1.3920985
16864907	-2.760356125
16906285	1.8955615
16825196	0.799644375
16975084	0.882239625
16693286	-1.42006775
17086432	-0.710542
16720085	1.749440875
17020268	-1.37384325
17018841	-1.308119125
16716782	0.880679
16835672	0.87181775
16732067	-0.955889375
16942392	-1.10782475
16798220	1.761986875
17006197	-2.059902125
16966733	-0.95870125
16968848	-1.026890375
16843158	-1.020895875
16946886	-0.796210625
16661117	-1.32506825
17111362	-0.79331225
16947449	0.557914625
16683817	-1.105901875
16874846	0.715805875
17032519	0.739826625
17034837	0.739826625
16746808	-0.753003625
17059195	1.218877375
16772493	0.946669
16730021	-1.338173375
16858860	1.050998875
16788703	-2.273279125
17109780	1.159632375
17020103	-1.453000625
16748707	-1.180512625
16743890	0.914184625
17103715	-2.46055075
16864181	1.0685195
17004721	-0.93080375
17118068	1.609747625
16855786	1.218973875
16693291	-1.693624
16765513	-0.926976
16818600	-1.237985875
17007307	0.970804875
16901974	1.763026625
17067926	0.753026375
16823109	0.84440025
16739763	0.783338125
16947343	-1.3469695
16986501	1.340872125
16901456	-1.13681325
17026687	0.924510375
17031616	0.924510375
16873352	0.913689375
16837634	-0.84664625
16673477	1.191297125
16688506	0.786323625
16736508	-0.540722125
16896561	1.747332875
16920156	0.83182625
16922243	-0.7235955
17045320	1.034775875
17014257	1.00733675
17105847	-1.403536875
16722321	-1.635542625
16692918	0.733695
16719393	-0.788521125
16907623	1.169707
17062049	1.152983375
16940705	-0.885109625
17072552	-0.98221025
16665439	-1.91717425
17070665	0.945099375
16763970	-0.629101
16869324	-0.6984285
16781059	-0.875392125
16892975	0.972811875
16900783	1.0442545
16703036	1.77491475
16801035	-0.67418975
17006261	1.494211375
17032993	1.494211375
17035115	1.494211375
17062163	1.044652375
16916958	-0.850066
16780271	0.744008125
16789059	-0.653940375
16984294	1.00084
17054323	-0.82227325
16966074	0.7808345
16874568	0.9396425
17027443	1.464892875
17030288	1.464892875
17037774	1.464892875
17040488	1.464892875
16903491	0.963868375
16698185	1.106537625
16683719	-1.193908875
17058928	-0.964196125
16761063	1.873787625
16677723	0.85517575
16938527	-1.35972825
17098037	1.1974365
17086537	-1.255420625
17074673	0.714918875
16734744	0.758314125
16699009	1.06583375
16997399	1.664834875
16849910	0.871681875
16771998	0.842900625
17052776	-0.908836125
17066224	-1.220549375
16664074	-0.85475625
16874202	-0.65669575
17005077	-1.518516375
16830302	-1.108563875
16684331	0.769505
16985518	1.051462625
16872904	-2.26727175
17042534	0.81532575
16863684	1.026961125
16922899	-1.08826825
16875991	-1.409284
16714385	1.1461585
16841083	0.6076035
16857905	0.95244675
16916802	0.871700125
17110763	0.871273
16683758	-1.450038125
17028837	0.986481375
17006222	1.139813125
16939755	-1.139255125
16728986	-1.021404
16731441	0.960799125
16894311	0.950324125
17074296	4.0562375
17077244	-0.841386375
16803018	-0.760887625
16946950	-1.28673125
17030233	-2.0250455
16957304	0.705766125
16972425	0.850711625
16940055	2.3535705
16833876	-0.898540625
16982024	-1.121794875
16852331	0.9488345
16926148	-0.708171875
16695791	1.050892625
16744723	0.837076625
17106415	1.0558755
16686951	-0.737377
17018025	0.677622875
17037317	0.677622875
16688799	3.141444625
17109396	-0.9570555
16981506	-0.9426765
16852274	0.99474325
16745366	1.02231725
16909165	1.52214
16689734	-1.035843875
16952656	-1.12490875
16914070	0.8487595
17037228	0.710093125
16869506	1.437407
16865090	-1.377437125
16855056	0.51258575
16788821	-0.997805375
17111711	1.635231375
16815306	-0.592009375
16966748	-0.65832725
16842266	1.895823375
16920585	-0.789344
16670758	0.8655735
16983692	-1.36317975
17048437	-2.25395825
16787814	1.901952125
16857612	0.744993
16988651	-0.78299675
16863583	1.199084125
16776798	0.646045
17063194	-2.396226
16744770	-1.708177925
17049702	0.947711375
17041240	1.743467875
16818980	0.702828875
17099947	0.65340725
17044442	1.099103125
16968497	-1.069408625
16925752	-0.870095625
16805230	-0.927584375
16812168	1.295698125
16732747	-1.006137875
16845169	-2.208601125
17051844	-1.664801875
16745563	1.188199625
17032423	0.77116725
17037218	0.77116725
16996387	-0.53020125
16658536	0.7691105
16761393	-0.58924225
16669278	1.22713275
16880087	0.859913375
16950989	-1.1559085
17061421	-0.805787875
16781614	-0.763790875
17017510	1.11785575
17029363	1.11785575
17032149	1.11785575
16916712	1.004276375
16946309	-0.65027525
17086640	-0.739125
16840685	0.9501755
16954697	0.548428125
16806757	-0.612710625
16715765	0.570935625
16894848	0.8794685
16789743	1.847945375
17056160	0.5811545
16923766	0.64127475
16856946	1.28426025
16852354	-0.63921425
16818842	0.825931375
17084904	-1.293865
16847949	1.0770815
16738963	-0.9774775
17089542	0.894164875
16891752	-0.8544375
16861630	-0.842208625
16761385	1.711989875
17009659	-1.40366375
16668598	-0.631116875
16961756	-0.88917375
16821519	-0.703900375
17033297	0.611385625
16970563	-1.51760325
16768406	1.181715
16993848	1.182030625
17059444	0.762613375
17016946	0.84158575
17034070	0.84158575
17036337	0.84158575
16728066	-0.9332225
16669437	-0.8903435
16899634	0.6724115
16728384	-1.718202375
16855196	-0.866758625
16857282	-0.853428
16786278	0.586704375
16876019	-0.926033125
16691972	-1.040523
16997886	-0.78763625
16891208	0.81195025
16825997	1.063550375
16766281	-2.37764775
16738205	-0.646486125
16905371	0.907174125
16804902	-0.963821375
16939920	0.855432
16711952	-0.75184275
17061110	0.969947
16943090	1.068281875
16715849	-1.616969
16997749	-1.104816
16699174	-0.65353675
16816687	-1.358677625
16680075	0.829561125
17039600	1.13206175
16874225	-1.261542
16838787	0.762337375
16828577	1.40939725
16748119	1.32718125
17078121	1.1807145
16961475	1.38915775
16685076	-0.755417875
16808334	-2.3198745
17060412	-0.9251455
17014232	-0.628368375
16780867	-0.994232375
17053683	1.411068625
16673557	-0.924145625
16855629	1.0133225
16687352	-1.43211125
17016490	-1.474856
16930598	0.777189875
16767599	-1.0854425
16984730	0.6603165
16768738	1.79792175
16847117	-1.057880875
16856812	-0.656896625
17047918	-1.715023375
16809093	-0.6538745
16968834	-0.961005625
16973830	-1.14908825
16842850	-0.811445
16884372	1.5621455
16982426	-0.779143625
16817876	0.73977825
16736891	-1.264984375
16735317	-3.053400375
16902052	0.6413265
16724031	0.77250425
17076496	0.580693625
16886602	-0.986145
16769244	1.509514125
16671901	-1.20935625
16746023	0.731733375
16723593	-0.660991875
16673323	-1.69866
16965915	-0.92796375
16786200	0.844167875
17102396	-1.601067125
16730591	1.59983825
16714998	-1.134120625
16760792	1.834184625
16863939	0.55825125
16697544	-1.47676325
16776160	-1.254497875
17053384	1.3435315
16913456	-0.576347125
16859832	1.056007625
17058394	-0.995464375
16977579	0.62461575
16914264	0.914360875
16975333	1.22311875
16695392	2.623686
16904388	-0.823008875
17074988	-0.904143875
16754416	-0.71089275
17075168	-1.10060875
16885135	0.963809625
16731132	0.904450375
17048613	-0.99431425
16907912	-1.165850125
16889218	0.618993
16960698	-2.53339075
16733104	-0.777945625
16721657	-1.40427
16865498	0.843070625
16788659	-2.7850875
16781285	0.632575875
16879764	0.737011125
16915091	-1.234752625
16890869	-0.633903375
16712292	1.290417375
16861193	1.4155705
16788669	-2.62733175
16928699	-1.01878
16927858	1.975085375
17003261	0.69108875
16976798	-1.59170175
17012761	-1.96768025
17040665	0.967415125
16730268	-1.08914125
16838359	-0.950164625
16793190	-1.01380725
16761012	2.201370875
16939660	0.971921625
16693656	0.707980625
17064002	-0.7605335
17019554	0.927645
16699932	-0.978285
17085236	-0.869776875
16883647	1.325993125
16827805	-0.665989
16744370	1.100382375
16689546	-0.8868285
16859368	-0.747620125
16725112	-1.133480625
16962493	-0.633938125
16816860	-1.056693125
17071640	-1.083402375
16740956	0.74976475
16750325	-0.786923625
16860322	-1.383315375
17047341	-0.69533475
17056152	0.507521375
16775844	1.666946375
16837065	-0.648236375
16798232	2.452398125
16959382	1.315884625
16718622	0.95896775
16866166	-0.98091975
16890787	0.853697
17070249	1.15155675
16962333	-0.916747125
17023646	1.46556225
17058812	-1.6937165
16706463	0.875837
16949467	0.56612525
16855127	-0.92142325
16671166	-0.671851125
17085901	-0.52783875
16996983	1.1548545
17103560	1.203567875
16824046	-1.012618125
16901957	-1.479887
16734958	-1.6282535
17018459	-0.99002325
17074036	-0.794444375
16946966	-1.722931375
17002052	0.800312875
16718567	-0.67832875
16837762	0.993774875
16938583	-0.70313075
16879923	-0.519326625
17098655	0.991481
16726734	-0.566916625
16685042	0.550706
16916623	0.777994875
16691621	-0.779226125
16828367	-0.652288875
16824867	-1.041281
16973498	0.576763875
16660596	1.673712125
16693449	0.9921585
16916396	-0.598162625
16868793	0.6941265
16671503	-0.62541075
16888367	0.89478475
16917892	-1.18005525
16733851	0.696821125
16676263	-1.05013575
16788618	-3.285036125
16926849	-1.22187175
16975751	1.089842
16842984	-1.032643125
17109680	-1.714159625
16917602	0.893659625
16882658	-1.045059
16752682	1.36276675
17077774	-0.72419325
16968246	0.61728625
16948087	-1.32539475
16968468	-1.72876125
16837044	-0.9589775
16741969	0.945907125
16932475	0.6359235
16881138	-0.994207375
16894127	1.1257885
16707149	1.31099
17117399	-0.889668
16817736	0.92193475
16845518	0.76329525
16676893	-0.52316125
16839294	0.825761625
16905238	1.1344175
16967026	-1.114081375
17097446	0.736739625
16769159	0.982552
17063536	0.900177
16960517	-0.840561
17045538	-1.68438725
17089056	-0.651453375
16657948	-1.486480625
17069177	0.679029625
16702571	-0.6530305
16963220	-1.2922625
16971272	1.820563875
16961670	-1.421402625
16831890	0.678463625
16705159	-1.395651875
17005589	-0.526140625
16834545	0.955176
16876026	-0.94748575
16949882	-1.319572125
17071162	0.686907375
16825503	-1.03156825
16922396	0.865089125
16943241	2.006604
16803103	0.800404625
17069212	-0.548994125
16732386	0.959170125
16904484	-1.926712625
16907130	-0.709652125
17069550	-1.344766875
16980311	-0.59320425
16707327	1.3668745
16804333	0.67103725
17043822	-0.83980775
17097000	-0.65838525
16869299	-0.723253
16918473	0.642317875
16923805	0.634585625
16834516	1.34028175
16889954	-1.10538925
17087191	1.02307075
17023414	-0.9263445
16670367	1.24529675
17000525	-1.167428125
16979060	-0.936629875
16713498	0.7172695
16658864	0.68753
16819794	-1.5568245
16801206	1.040453375
17109503	-0.970810125
17092208	1.365011
17101677	0.993933875
16854727	0.938925125
16926570	-0.748049625
16815461	1.169506625
16824865	-0.98265075
16817601	0.55817775
16676258	-0.805169
16902411	0.688377
16788578	-2.724473125
17001701	-0.965183125
17050645	-0.679246375
16857429	0.761556
16699998	1.730019375
17015434	0.7037695
17081706	-1.435322375
17079918	-1.073593875
16724269	0.77637025
17020089	-2.733416125
16917939	1.06569175
16825449	-1.094169875
16965252	1.167789875
17098187	0.5471115
17024020	-0.658057375
16701185	0.59292175
16810686	-0.655232375
17029833	0.666275625
16954048	0.658132
16926813	0.87603075
16920047	0.49936625
16736926	1.2859125
17111008	0.958989125
16730503	-0.9246695
17015889	-0.577230375
16806834	0.703548375
16811906	-0.930245125
16867115	0.83853675
16871613	0.951512125
16757373	1.878614375
17109020	-0.62817075
16686293	-0.85588375
16886656	2.07825475
16732397	-0.62944225
17024418	0.61841925
16836277	-0.633936125
17042443	0.737740375
16974873	-0.484611375
17104908	1.243509125
16847897	0.923773125
16839277	0.78141625
16715031	-0.77171975
17027725	0.819569375
17040647	0.819569375
16857744	0.68141575
16854744	0.91856125
16831442	0.693788125
17014208	0.67831175
17029003	1.4751675
16967664	-1.540243625
16728095	-0.483463625
17083672	-0.77687725
16756310	-0.719099875
16909319	1.739958875
16805422	0.830477
16954856	-0.544717
16786010	-0.887852
17036486	0.965363625
16923941	0.84008725
17044969	-0.558820375
16945582	0.72366825
16963428	0.752227125
16917284	-2.2152425
17061430	-0.94357325
17064174	-0.793569375
16965680	0.966697
16806014	-0.693188625
16825722	-0.971827875
16798069	1.278479875
16794846	-1.1042315
16687342	-0.6678975
16690535	-0.56725175
16971588	0.884161
16722299	-1.201287625
16922114	1.7916875
16823193	0.5892645
17117684	-0.999972375
16959241	-0.53383375
16872452	0.617235375
16860175	-0.818626625
17015637	-0.958134625
16994272	1.833943375
17052823	0.889771
16712576	1.39325275
17064054	-0.765393875
17113418	-1.738766875
16927174	-0.69714525
16852683	-1.60048225
16832429	-0.91585975
16972108	-1.53131425
16783920	1.2065945
16909303	0.888204875
17118158	-1.172534
17105284	-0.726644875
16925097	-0.989019375
16950632	0.781305125
17111955	0.759269625
17002846	1.1509665
17007299	0.564187875
17028352	0.564187875
17033653	0.564187875
17038636	0.564187875
16861282	0.592317625
16990381	-0.97642
16864961	-1.041144625
16860678	-0.7702705
17117636	-0.755493875
16864946	-0.902214375
17061992	0.65041125
17005611	1.284867875
16897026	1.035306
16993655	-0.765257125
16985079	0.91048525
17015207	-0.69327125
17028653	0.953379875
16666416	0.682786125
16750360	-0.72430325
16964749	-0.605822375
16692073	-0.873061125
16763650	-2.082468
16719905	-0.660311125
16675197	1.4606605
16910888	0.521117125
16826460	0.91270175
16977781	-1.70697975
16784967	0.91857625
16949180	-1.401439625
17115669	-0.59988975
16917054	1.029519625
17064325	-1.27403575
16870543	0.742071875
16840769	0.475321
16742058	1.042123875
16960355	2.230165
16788628	-3.4575275
16781482	-0.626088625
16850625	-0.505418875
16806702	0.536208875
16903529	0.711873
17086314	0.6735655
17072313	0.96662825
16667702	2.03580525
16670377	-0.854758125
16692626	-0.854758125
16997802	-1.628866
17051167	-0.759636875
16906830	-0.89113425
17082865	0.59125025
16701317	-0.771358
17022529	0.639145625
16735010	0.942252
17038792	-0.65511075
16801063	-1.07238575
16661342	0.674993125
16878800	-0.53493575
17085383	-0.658858625
16760668	-0.95133
16936452	0.963239125
16734467	-0.84613225
16762692	-1.122047875
16742244	-0.8915895
16733411	-0.828914875
17056031	-0.680859
16850216	0.9088235
16798148	1.9811965
16995177	1.326586375
17034714	0.82877925
16753342	-0.6933275
16800406	-0.572496375
16997046	-0.692865875
16918976	-0.718100625
16912520	0.60040225
16865590	-0.8619775
16679952	-1.100902375
16733516	1.1395415
16738119	0.622573875
16919673	0.5431235
16913347	0.68094
16713614	0.69388975
16933378	-0.6810975
16908373	-0.551511375
17060287	1.38891175
17106822	-0.5421375
16826539	-1.072431125
16993451	0.644714625
16748939	-0.612692875
17089525	0.999327
16847771	0.584412875
17022754	1.599721
16865522	0.905774125
16746142	-0.672862625
17022465	-0.65443
16806564	-1.682879875
16821377	1.16891175
16825699	-1.23756975
16935176	0.533388625
16802497	0.942782125
16864565	-0.800753625
16852886	0.996010125
16725835	3.9034485
16834196	0.792695125
16774764	-1.496688375
16817824	0.9168285
16975918	1.29382125
16811936	-1.016711375
17099114	0.7873275
16804539	0.81729975
16922943	-1.6259005
16811583	-0.84634125
16823866	0.608955625
16876024	-1.16509025
16989325	0.83751775
17006590	0.7360445
16880527	0.478440875
16703642	-0.716603
16729557	-0.6912805
17075731	1.60244325
16752586	0.713397125
17102393	-1.635754875
16993291	-1.348470375
16805474	1.2205115
16846915	-1.16772575
17063073	-0.89618275
16898924	-0.7101505
16701238	-0.667424375
17011562	-0.707627375
16690493	0.816703
16860902	1.474282625
17024980	-0.800634875
16922327	0.65698
16692636	-0.98197275
17017126	1.391306
16773197	-0.71189925
16692857	-0.83936475
16825210	0.519257125
16662968	0.672253375
16917291	-0.624424875
16715409	-0.703751375
17022133	-0.66218775
16772625	-0.659041375
17109714	-2.015751125
16958506	-0.70890375
16812803	-0.519757875
16810743	-0.597883625
16773840	-1.092753375
16817017	-0.988842375
16900053	0.737828875
17029226	0.5363605
16999180	1.077264
16954576	-0.957016
16785869	-1.226371875
17009760	-1.62014625
16878416	0.991693375
17056358	-1.126733
17049270	-0.7086425
17052848	-0.850024625
16798138	2.150413375
16799882	-0.561061875
17017370	0.5627285
16791962	1.059982125
16743574	-2.0336305
16761807	1.5354195
16703889	-1.634597625
16820193	-0.616093
16948063	1.03134775
17108745	-1.270053125
16807080	-0.68634
16814847	0.545010125
16913681	-0.786115875
16703242	0.9624
16916863	1.144566
16891116	-0.55381775
16676228	-0.516016875
16938656	1.08325775
16866115	-0.73842525
16853101	-0.6985095
16882861	-0.59324
17103185	1.5415515
17043843	-1.314733
16825484	-1.27307675
17056291	0.70442475
16999379	-0.962924625
17018299	0.766777
17092712	-0.976568375
17083900	-0.908816125
16962574	2.62051075
17085779	-0.557726125
16869740	-0.63623425
17103653	1.268766625
16704320	0.7705015
16701657	-0.604117125
17086048	1.404241625
17087498	0.66262825
17114856	-0.92135025
16861724	0.83717475
16959531	-0.63997125
16681611	0.77627725
16722162	0.9681475
16857192	-0.671574875
17087329	0.779741375
17117463	1.975460375
16764724	-2.073654125
17102183	-0.645211875
16930534	-0.706478
16882975	-0.7499915
16844817	0.69980225
16814901	-0.667006625
17005865	-1.29355675
17109716	0.764448125
16682771	-2.615181625
16927052	-0.647453625
16862986	0.584978125
17042759	-0.506209875
17009093	0.870415625
17012582	0.761426625
16752244	-0.657407125
16694689	0.655251625
16824825	-1.032639625
16810523	0.661040625
16720885	0.641686625
16818927	0.6445615
16886503	-0.564287
17010461	-0.46846175
16759471	-0.715178375
16727384	-0.540029
16735303	-1.9737705
16872944	-1.493517625
16739054	-0.751871125
16952534	-1.354644125
16999462	0.736191875
16799637	-1.10239275
16705701	0.68342675
16863974	-0.675267125
16672457	1.5899365
16778355	0.821089625
16860709	0.7287235
16673154	-1.052316875
17102538	2.16482525
17086805	0.628041375
16676643	0.703440625
17031153	0.877425375
16747287	-0.827742125
16854486	-1.151928
16798152	1.961909
17102849	0.959339125
16956342	0.517964875
16733473	-1.16686975
17034749	0.712227625
17039935	0.712227625
16719515	-0.692674
17098506	-0.76362575
16898728	-0.542685375
16941024	-1.430849125
16967202	-1.3258945
16886854	-1.038124625
16946613	1.260605
16908251	0.9204595
16785048	0.848819625
16953199	-0.51459425
17043856	-1.615494375
16785127	1.24703975
16914671	-0.838495875
16918546	-0.649069875
16673359	-0.693184875
16902623	-1.00717825
17050361	0.760068
