hs9	104781002	104928237	2.3
hs21	42199689	42297244	2.9
hs2	65227753	65271253	2.1
hs2	227472152	227561214	2.2
hs19	49869033	49878459	3
hs1	235131634	235328219	2.2
hs3	9792495	9807726	2.2
hs6	106184476	106325820	2
hs7	143288215	143307696	3.5
hs12	69585334	69601570	2.1
hs17	47117703	47189422	2
hs6	44387525	44450426	2.4
hs12	122271432	122422632	2.6
hs20	62816244	62841159	-2.1
hs7	28299321	28825894	2
hs3	41194837	41260096	3
hs1	100186919	100249834	2.1
hs22	38483440	38507660	2
hs20	62877738	62937952	2
hs7	55019021	55256620	-2.3
hs14	67359997	67386516	2.1
hs12	53006158	53042209	2.2
hs3	172039628	172401665	2
hs7	81699006	81770438	-2.6
hs11	2129112	2149603	2.4
hs7	23310209	23470467	2.6
hs20	34363235	34511393	3.2
hs2	172427354	172506282	2.7
hs21	33642400	33899861	2.7
hs1	58780788	58784327	2
hs12	50175788	50283546	2
hs21	28928144	28992956	2.5
hs11	63838928	63911019	2.3
hs3	152243828	152465780	2.6
hs7	116672390	116798386	2.2
hs14	22836557	22849027	2.1
hs16	69565094	69704666	2.7
hs17	81843159	81860694	3.5
hs11	85957684	86069882	2.4
hs11	17077730	17207983	2
hs5	35048756	35230589	2.1
hs6	4021267	4064983	2
hs12	112418351	112509913	2.1
hs17	42402452	42423517	2.3
hs7	6374523	6403977	3.7
hs6	13621498	13711564	2.5
hs4	159104178	159360169	2.2
hs5	38937919	39074408	2
hs1	153457744	153460701	-5.4
hs4	140257286	140385726	2.6
hs9	128683424	128696400	4.3
hs3	133932696	134052184	2.4
hs5	136132845	136188747	2.5
hs14	50117120	50231558	2.2
hs17	58003360	58007346	2
hs14	21351472	21384266	2.3
hs6	85607785	85643792	2.2
hs22	40044817	40335808	2.9
hs9	111896766	111935369	2.4
hs21	29024629	29054488	2
